gamePk,home_offense,home_power,home_clutch,home_r_oppBa,home_r_oppBb,home_r_oppEr,home_s_oppBa,home_s_oppBb,home_s_oppEr,away_offense,away_power,away_clutch,away_r_oppBa,away_r_oppBb,away_r_oppEr,away_s_oppBa,away_s_oppBb,away_s_oppEr
566180,0.36363636363636365,0.07936507936507936,0.2857142857142857,0.16393442622950818,0.07575757575757576,0.3333333333333333,0.25892170962804045,0.08900882017033757,0.36821849744620055,0.3150684931506849,0.25,0.391304347826087,0.25396825396825395,0.11267605633802817,0.375,0.2587849754211505,0.08906341591145557,0.36841044495814873
565316,0.22,0.05555555555555555,0.22727272727272727,0.23076923076923078,0.09900990099009901,0.3548387096774194,0.25892170962804045,0.08900882017033757,0.36821849744620055,0.3217391304347826,0.1553398058252427,0.40540540540540543,0.21875,0.102803738317757,0.46875,0.2587849754211505,0.08906341591145557,0.36841044495814873
567459,0.41237113402061853,0.1875,0.325,0.2403846153846154,0.07964601769911504,0.29411764705882354,0.2589217048480161,0.08900798699454007,0.3682182980624696,0.2549019607843137,0.07407407407407407,0.15384615384615385,0.17692307692307693,0.08450704225352113,0.3142857142857143,0.2587849754211505,0.08906341591145557,0.36841044495814873
565223,0.23809523809523808,0.1724137931034483,0.3333333333333333,0.22388059701492538,0.18292682926829268,0.2,0.2589214285675174,0.0890099496878813,0.36821656031396055,0.3357664233576642,0.23529411764705882,0.3695652173913043,0.23741007194244604,0.08552631578947369,0.41304347826086957,0.25878540852673637,0.0890635666042062,0.36841221309942324
566868,0.24647887323943662,0.09230769230769231,0.34285714285714286,0.15555555555555556,0.1118421052631579,0.15789473684210525,0.25891864439726275,0.08900936070320378,0.368213126483585,0.3008849557522124,0.125,0.4117647058823529,0.27722772277227725,0.192,0.28846153846153844,0.2587849754211505,0.08906341591145557,0.36841044495814873
567363,0.2892561983471074,0.17117117117117117,0.4,0.2391304347826087,0.061224489795918366,0.3333333333333333,0.25892128201660314,0.08900770883028701,0.3682180570323086,0.36283185840707965,0.10576923076923077,0.4146341463414634,0.24271844660194175,0.08035714285714286,0.29411764705882354,0.2587849754211505,0.08906341591145557,0.36841044495814873
566668,0.23333333333333334,0.1282051282051282,0.39285714285714285,0.2125984251968504,0.07971014492753623,0.23684210526315788,0.25892069287541,0.0890084074525511,0.3682189050754189,0.31007751937984496,0.1322314049586777,0.35,0.216,0.07407407407407407,0.3783783783783784,0.2587849754211505,0.08906341591145557,0.36841044495814873
567157,0.3584905660377358,0.15730337078651685,0.2894736842105263,0.23595505617977527,0.1981981981981982,0.5348837209302325,0.25892170962804045,0.08900882017033757,0.36821849744620055,0.43609022556390975,0.22807017543859648,0.4827586206896552,0.2755102040816326,0.1694915254237288,0.44680851063829785,0.2587849754211505,0.08906341591145557,0.36841044495814873
566766,0.3983050847457627,0.2755102040816326,0.48936170212765956,0.34545454545454546,0.12698412698412698,0.5185185185185185,0.25892306399209974,0.08900903426496021,0.3682236332495776,0.2753623188405797,0.14960629921259844,0.23684210526315788,,,,0.2587849754211505,0.08906341591145557,0.36841044495814873
566090,0.3,0.165,0.3333333333333333,0.18461538461538463,0.12162162162162163,0.30158730158730157,0.2589187691542795,0.08900930973944851,0.3682166436358053,0.32515337423312884,0.17687074829931973,0.4528301886792453,0.3082706766917293,0.11920529801324503,0.4576271186440678,0.2587849754211505,0.08906341591145557,0.36841044495814873
566376,0.3817427385892116,0.2946859903381642,0.5108695652173914,0.24423963133640553,0.09583333333333334,0.3026315789473684,0.2589222964805809,0.08900805225673941,0.3682176136686417,0.2589928057553957,0.08,0.25,0.22580645161290322,0.08148148148148149,0.3076923076923077,0.2587849754211505,0.08906341591145557,0.36841044495814873
566279,0.3333333333333333,0.12931034482758622,0.2558139534883721,0.1774193548387097,0.08823529411764706,0.14705882352941177,0.25891989106755603,0.08900858505152004,0.36821494456800197,0.32666666666666666,0.2246376811594203,0.40816326530612246,0.302158273381295,0.17261904761904762,0.43661971830985913,0.2587849754211505,0.08906341591145557,0.36841044495814873
565803,0.4550561797752809,0.32413793103448274,0.48148148148148145,0.2582781456953642,0.062111801242236024,0.40816326530612246,0.2589208346509078,0.08900799742605842,0.3682194704396625,0.25384615384615383,0.09322033898305085,0.15151515151515152,0.2459016393442623,0.08270676691729323,0.21951219512195122,0.2587849754211505,0.08906341591145557,0.36841044495814873
567460,0.3769230769230769,0.2018348623853211,0.32653061224489793,0.20300751879699247,0.10738255033557047,0.23255813953488372,0.2589208444203638,0.08900876786483013,0.3682166019751388,0.25396825396825395,0.06707317073170732,0.14583333333333334,0.1761006289308176,0.09142857142857143,0.29545454545454547,0.2587849754211505,0.08906341591145557,0.36841044495814873
565224,0.27722772277227725,0.13186813186813187,0.2857142857142857,0.2524271844660194,0.16260162601626016,0.21739130434782608,0.2589217952775566,0.08901023172335563,0.3682163192954361,0.3595505617977528,0.20915032679738563,0.328125,0.23699421965317918,0.09424083769633508,0.3728813559322034,0.25878540852673637,0.0890635666042062,0.36841221309942324
565898,0.3238095238095238,0.17708333333333334,0.4117647058823529,0.2909090909090909,0.08333333333333333,0.42857142857142855,0.25892091530825123,0.08900879006478006,0.3682181373753255,0.42592592592592593,0.3493975903614458,0.5,0.22105263157894736,0.15178571428571427,0.2894736842105263,0.2587844284238563,0.08906507140326199,0.368407712943411
566869,0.2641509433962264,0.14482758620689656,0.38095238095238093,0.16167664670658682,0.1164021164021164,0.20408163265306123,0.25891903065114696,0.0890098203387311,0.36821345084235696,0.3,0.13970588235294118,0.4444444444444444,0.25757575757575757,0.16455696202531644,0.3333333333333333,0.2587849754211505,0.08906341591145557,0.36841044495814873
567364,0.28846153846153844,0.15172413793103448,0.37777777777777777,0.2471264367816092,0.06951871657754011,0.375,0.25892103027533714,0.08900751425133833,0.3682181790265623,0.36423841059602646,0.13768115942028986,0.43636363636363634,0.2463768115942029,0.06756756756756757,0.25,0.2587849754211505,0.08906341591145557,0.36841044495814873
566669,0.26282051282051283,0.1476510067114094,0.43902439024390244,0.20754716981132076,0.0755813953488372,0.21739130434782608,0.258920683106136,0.08900831865333242,0.3682186223939481,0.294478527607362,0.1111111111111111,0.3125,0.22818791946308725,0.08588957055214724,0.4375,0.2587849754211505,0.08906341591145557,0.36841044495814873
566767,0.3356164383561644,0.23809523809523808,0.4897959183673469,0.32167832167832167,0.12269938650306748,0.45454545454545453,0.25892323756988966,0.0890092000906865,0.3682227048456053,0.2857142857142857,0.15625,0.22,0.17763157894736842,0.03184713375796178,0.28125,0.2587849754211505,0.08906341591145557,0.36841044495814873
565705,0.29906542056074764,0.10416666666666667,0.5,0.24271844660194175,0.10434782608695652,0.40540540540540543,0.25892093484738804,0.08900805880978231,0.36821906576609914,0.3137254901960784,0.15384615384615385,0.375,0.13333333333333333,0.1,0.22727272727272727,0.25878218993059393,0.08906310478716822,0.3684089583505104
566091,0.30078125,0.19658119658119658,0.37662337662337664,0.17857142857142858,0.11462450592885376,0.2753623188405797,0.25891804075786096,0.0890091373536093,0.36821579560311163,0.30412371134020616,0.1534090909090909,0.4067796610169492,0.2994011976047904,0.10695187165775401,0.4714285714285714,0.2587849754211505,0.08906341591145557,0.36841044495814873
566377,0.3879003558718861,0.2708333333333333,0.48623853211009177,0.24206349206349206,0.09025270758122744,0.27906976744186046,0.25892251163353536,0.08900774667910392,0.36821611994380515,0.2655367231638418,0.06875,0.2553191489361702,0.24203821656050956,0.10285714285714286,0.32142857142857145,0.2587849754211505,0.08906341591145557,0.36841044495814873
566280,0.3167701863354037,0.13013698630136986,0.27450980392156865,0.22560975609756098,0.08888888888888889,0.2641509433962264,0.2589211597808874,0.0890089780908843,0.3682156735999902,0.3526315789473684,0.22285714285714286,0.44776119402985076,0.2823529411764706,0.15422885572139303,0.43037974683544306,0.2587849754211505,0.08906341591145557,0.36841044495814873
565804,0.4265402843601896,0.30113636363636365,0.45555555555555555,0.25668449197860965,0.05555555555555555,0.4067796610169492,0.2589203800180859,0.08900782504463224,0.3682183397129113,0.2543352601156069,0.1125,0.22727272727272727,0.24025974025974026,0.07784431137724551,0.22,0.2587849754211505,0.08906341591145557,0.36841044495814873
565225,0.27205882352941174,0.1322314049586777,0.2972972972972973,0.2426470588235294,0.1656441717791411,0.23333333333333334,0.25892134063639105,0.08901051375587554,0.36821539092230227,0.3611111111111111,0.1956521739130435,0.32051282051282054,0.22058823529411764,0.1013215859030837,0.36764705882352944,0.25878540852673637,0.0890635666042062,0.36841221309942324
565899,0.2926829268292683,0.11403508771929824,0.3333333333333333,0.304635761589404,0.08484848484848485,0.4166666666666667,0.2589212722467134,0.08900852888037121,0.3682166436358053,0.43506493506493504,0.32786885245901637,0.4626865671641791,0.21875,0.1232876712328767,0.2826086956521739,0.2587844284238563,0.08906507140326199,0.368407712943411
566670,0.2857142857142857,0.13186813186813187,0.39285714285714285,0.1881720430107527,0.07462686567164178,0.2,0.2589196711468874,0.08900805747227922,0.36821777435213987,0.2708333333333333,0.09444444444444444,0.28846153846153844,0.23076923076923078,0.10344827586206896,0.38095238095238093,0.2587849754211505,0.08906341591145557,0.36841044495814873
565317,0.2608695652173913,0.06557377049180328,0.2777777777777778,0.19834710743801653,0.11029411764705882,0.3333333333333333,0.25892042385343256,0.08900901341312001,0.36821736670420774,0.2971014492753623,0.15702479338842976,0.4146341463414634,0.2265625,0.1111111111111111,0.4222222222222222,0.2587849754211505,0.08906341591145557,0.36841044495814873
565706,0.29906542056074764,0.10416666666666667,0.5,0.24242424242424243,0.1,0.42857142857142855,0.25892093484738804,0.08900805880978231,0.36821906576609914,0.3137254901960784,0.15384615384615385,0.375,0.13333333333333333,0.1,0.22727272727272727,0.25878218993059393,0.08906310478716822,0.3684089583505104
